,accession,pred_prob,protein,protein_probability,mRNA,y
854,YJL020C,0.9400564432144165,YJL020C,1.0,0.92,1
855,YHR173C,0.14467565715312958,YHR173C,0.0,0.73,0
856,YOR388C,0.3703611195087433,YOR388C,0.28,0.6,0
857,YGR248W,0.359394371509552,YGR248W,0.0,0.58,0
858,YLR394W,0.15147705376148224,YLR394W,0.0,0.44,0
859,YER003C,0.8523429036140442,YER003C,1.0,1.91,1
860,YOL141W,0.36573243141174316,YOL141W,0.71,0.49,0
861,YHR027C,0.9447597861289978,YHR027C,1.0,3.06,1
862,YGR122W,0.14483359456062317,YGR122W,0.0,0.53,0
863,YBR097W,0.359394371509552,YBR097W,0.0,1.42,0
864,YDL098C,0.1690153181552887,YDL098C,0.0,0.86,0
865,YER057C,0.8748753666877747,YER057C,1.0,3.08,1
866,YLR102C,0.1463390737771988,YLR102C,0.0,1.24,0
867,YPR043W,0.359394371509552,YPR043W,0.0,23.61,1
868,YOR022C,0.6250705122947693,YOR022C,0.97,0.51,0
869,YLR399C,0.3316722512245178,YLR399C,0.0,1.17,1
870,YOL030W,0.5990394949913025,YOL030W,1.0,3.01,1
871,YGR254W,0.9425711631774902,YGR254W,1.0,41.85,1
872,YPL119C,0.5513159036636353,YPL119C,0.9,0.71,1
873,YAL044C,0.9115878939628601,YAL044C,1.0,5.07,1
874,YDR350C,0.14309783279895782,YDR350C,0.0,0.73,0
875,YHR035W,0.1855805367231369,YHR035W,0.0,0.37,0
876,YNL166C,0.3504292964935303,YNL166C,0.87,0.93,1
877,YNL077W,0.4566364586353302,YNL077W,0.55,0.92,0
878,YEL014C,0.19128374755382538,YEL014C,0.0,1.11,0
879,YMR211W,0.359394371509552,YMR211W,0.0,0.86,0
880,YLR429W,0.9233629107475281,YLR429W,1.0,1.98,1
881,YIL003W,0.33029237389564514,YIL003W,0.0,0.4,0
882,YMR099C,0.9390653371810913,YMR099C,1.0,1.74,1
883,YNR068C,0.16337314248085022,YNR068C,0.26,1.7,0
884,YLR075W,0.9438788294792175,YLR075W,1.0,64.25,1
885,YLR182W,0.49643442034721375,YLR182W,0.93,1.15,1
886,YJR062C,0.9377928972244263,YJR062C,0.99,1.01,0
887,YPL278C,0.1390143483877182,YPL278C,0.0,0.59,0
888,YMR262W,0.286562442779541,YMR262W,0.0,0.58,0
889,YLR007W,0.14911150932312012,YLR007W,0.0,1.19,0
890,YDR226W,0.9464170336723328,YDR226W,1.0,17.0,1
891,YBR189W,0.9425351619720459,YBR189W,1.0,13.47,1
892,YPL243W,0.4088435471057892,YPL243W,0.46,1.88,1
893,YDR515W,0.359394371509552,YDR515W,0.0,0.42,1
894,YDR017C,0.43218812346458435,YDR017C,0.97,1.48,1
895,YLR455W,0.359394371509552,YLR455W,0.0,1.79,0
896,YGR169C,0.5856727361679077,YGR169C,0.78,0.54,0
897,YJR036C,0.6084719300270081,YJR036C,0.99,0.57,0
898,YPR093C,0.2704063951969147,YPR093C,0.0,0.98,0
899,YIL126W,0.6225472092628479,YIL126W,0.97,1.45,1
900,YCL010C,0.32678964734077454,YCL010C,0.82,0.99,0
901,YDR463W,0.18968312442302704,YDR463W,0.22,0.98,0
902,YPL195W,0.9406877160072327,YPL195W,1.0,1.64,1
903,YDL066W,0.9426335096359253,YDL066W,1.0,2.91,1
904,YIL112W,0.27257007360458374,YIL112W,0.24,2.2,0
905,YCR031C,0.359394371509552,YCR031C,0.0,36.79,1
906,YAL047C,0.26419126987457275,YAL047C,0.0,1.67,0
907,YDR192C,0.359394371509552,YDR192C,0.0,1.0,0
908,YMR213W,0.513183057308197,YMR213W,0.63,0.37,0
909,YOL108C,0.1765373945236206,YOL108C,0.0,1.28,0
910,YNL049C,0.4535396695137024,YNL049C,0.93,0.72,1
911,YGR130C,0.9394288063049316,YGR130C,1.0,1.17,1
912,YFL007W,0.565215528011322,YFL007W,0.92,0.89,1
913,YOR238W,0.359394371509552,YOR238W,0.0,1.78,0
914,YOR195W,0.35050907731056213,YOR195W,0.77,0.78,1
915,YOL165C,0.1545119434595108,YOL165C,0.0,0.42,0
916,YNL313C,0.9334025382995605,YNL313C,1.0,1.31,1
917,YKL166C,0.359394371509552,YKL166C,0.0,1.0,1
918,YMR240C,0.359394371509552,YMR240C,0.0,1.31,0
919,YLR437C,0.21702350676059723,YLR437C,0.0,1.22,0
920,YMR014W,0.5897963643074036,YMR014W,0.92,1.16,1
921,YJR027W,0.359394371509552,YJR027W,0.0,4.38,1
922,YKL040C,0.934847891330719,YKL040C,1.0,1.5,1
923,YLR062C,0.34225448966026306,YLR062C,0.0,21.81,0
924,YPR161C,0.28755974769592285,YPR161C,0.25,0.7,1
925,YDR317W,0.21380721032619476,YDR317W,0.46,0.42,0
926,YPL273W,0.9445099234580994,YPL273W,1.0,3.23,1
927,YPR069C,0.9454147219657898,YPR069C,1.0,4.64,1
928,YGL062W,0.8404824137687683,YGL062W,0.94,0.95,1
929,YNR057C,0.2252139002084732,YNR057C,0.0,1.3,0
930,YGR135W,0.9037969708442688,YGR135W,1.0,4.25,1
931,YIL123W,0.30994024872779846,YIL123W,0.0,4.29,0
932,YDR054C,0.19624769687652588,YDR054C,0.0,1.21,1
933,YBL079W,0.3703611195087433,YBL079W,0.28,1.43,1
934,YDR077W,0.257833331823349,YDR077W,0.0,25.25,0
935,YBR080C,0.6285655498504639,YBR080C,1.0,1.3,1
936,YDL171C,0.8969259262084961,YDL171C,1.0,2.09,1
937,YOR137C,0.5864906907081604,YOR137C,0.72,0.4,0
938,YEL070W,0.328941285610199,YEL070W,0.0,0.52,0
939,YDR087C,0.8682466149330139,YDR087C,0.98,1.95,1
940,YBR176W,0.359394371509552,YBR176W,0.0,0.61,0
941,YPR022C,0.43018996715545654,YPR022C,0.93,1.01,0
942,YBR088C,0.9081636667251587,YBR088C,1.0,4.22,1
943,YGL133W,0.8461756706237793,YGL133W,0.95,1.65,1
944,YMR204C,0.14331933856010437,YMR204C,0.0,0.37,0
945,YKL018W,0.359394371509552,YKL018W,0.0,0.75,1
946,YNL247W,0.9444247484207153,YNL247W,1.0,2.51,1
947,YKR028W,0.631187379360199,YKR028W,0.98,1.16,1
948,YNR032W,0.3216078281402588,YNR032W,0.0,0.71,0
949,YKL090W,0.359394371509552,YKL090W,0.0,0.65,0
950,YDL188C,0.19824187457561493,YDL188C,0.0,1.38,1
951,YHR179W,0.7290191054344177,YHR179W,1.0,10.23,1
952,YBR057C,0.40179380774497986,YBR057C,0.93,0.52,0
953,YKL067W,0.9214820861816406,YKL067W,1.0,3.08,1
954,YGR223C,0.6250705122947693,YGR223C,0.97,0.86,0
955,YBL003C,0.27243852615356445,YBL003C,0.0,19.58,1
956,YPR172W,0.1503232717514038,YPR172W,0.0,0.86,1
957,YPL262W,0.924258828163147,YPL262W,1.0,2.03,1
958,YBR020W,0.359394371509552,YBR020W,0.0,0.55,0
959,YOR230W,0.9425699710845947,YOR230W,1.0,10.2,1
960,YPL210C,0.9425226449966431,YPL210C,1.0,1.78,1
961,YGR271W,0.9142430424690247,YGR271W,1.0,0.68,1
962,YHR196W,0.9037312865257263,YHR196W,1.0,1.94,1
963,YLR333C,0.359394371509552,YLR333C,0.0,29.45,1
964,YLR327C,0.15053574740886688,YLR327C,0.0,4.4,1
965,YPR070W,0.3988405764102936,YPR070W,0.94,0.77,0
966,YLR025W,0.1810416728258133,YLR025W,0.0,1.62,1
967,YIL137C,0.9448625445365906,YIL137C,1.0,0.64,1
968,YMR192W,0.9317640066146851,YMR192W,1.0,0.71,1
969,YNL154C,0.9385315179824829,YNL154C,1.0,2.06,1
970,YER073W,0.9408185482025146,YER073W,1.0,1.55,1
971,YBR003W,0.497935026884079,YBR003W,0.61,0.4,1
972,YBL076C,0.9414458274841309,YBL076C,1.0,3.9,1
973,YDR109C,0.359394371509552,YDR109C,0.0,0.45,0
974,YLR178C,0.9427250623703003,YLR178C,1.0,0.96,1
975,YHR049W,0.8454753160476685,YHR049W,1.0,3.75,1
976,YHL021C,0.8126947283744812,YHL021C,0.99,2.03,1
977,YLR211C,0.14620143175125122,YLR211C,0.0,0.85,0
978,YGR267C,0.9414458274841309,YGR267C,1.0,3.07,1
979,YLR203C,0.1914859414100647,YLR203C,0.0,1.43,1
980,YML024W,0.9427579045295715,YML024W,1.0,23.4,1
981,YBR258C,0.42915067076683044,YBR258C,0.8,0.72,0
982,YLR038C,0.31224408745765686,YLR038C,0.21,4.99,1
983,YJR041C,0.9408162236213684,YJR041C,1.0,1.26,1
984,YER171W,0.359394371509552,YER171W,0.0,0.83,1
985,YAL034W-A,0.2317962497472763,YAL034W-A,0.0,1.41,0
986,YDR156W,0.20042432844638824,YDR156W,0.0,1.7,1
987,YER158C,0.5333054065704346,YER158C,0.96,0.29,0
988,YPR184W,0.9335232377052307,YPR184W,1.0,0.62,1
989,YOR159C,0.2741658687591553,YOR159C,0.0,2.08,0
990,YOR338W,0.15240764617919922,YOR338W,0.0,1.57,0
991,YLR274W,0.4283086061477661,YLR274W,0.97,1.31,1
992,YPR188C,0.359394371509552,YPR188C,0.0,1.67,0
993,YGR193C,0.9424900412559509,YGR193C,1.0,1.45,1
994,YDR299W,0.19011221826076508,YDR299W,0.26,1.51,1
995,YOL146W,0.1470266878604889,YOL146W,0.0,1.1,0
996,YLR076C,0.359394371509552,YLR076C,0.0,14.85,0
997,YGR058W,0.30180659890174866,YGR058W,0.0,0.33,0
998,YLL045C,0.9438096880912781,YLL045C,1.0,30.6,1
999,YGL244W,0.4253441393375397,YGL244W,0.96,1.64,1
1000,YDR121W,0.25192227959632874,YDR121W,0.0,1.07,0
1001,YBL014C,0.359394371509552,YBL014C,0.0,0.81,0
1002,YKL060C,0.941515326499939,YKL060C,1.0,153.36,1
1003,YOR313C,0.15094111859798431,YOR313C,0.0,0.43,0
1004,YLR436C,0.359394371509552,YLR436C,0.0,0.83,0
1005,YGR063C,0.5988568067550659,YGR063C,0.99,2.61,1
1006,YOL154W,0.15038013458251953,YOL154W,0.0,0.55,0
1007,YBR046C,0.359394371509552,YBR046C,0.0,0.72,1
1008,YLL027W,0.25144803524017334,YLL027W,0.0,1.33,0
1009,YPR190C,0.8288096785545349,YPR190C,0.98,1.07,1
1010,YNL096C,0.9451013207435608,YNL096C,1.0,18.59,1
1011,YLR168C,0.5307884812355042,YLR168C,0.87,1.17,0
1012,YJR064W,0.9420983791351318,YJR064W,1.0,6.81,1
1013,YCL030C,0.9396874904632568,YCL030C,1.0,3.79,1
1014,YOR129C,0.14441227912902832,YOR129C,0.0,0.75,0
1015,YPL064C,0.359394371509552,YPL064C,0.0,1.14,0
1016,YNL202W,0.1908324658870697,YNL202W,0.0,0.8,0
1017,YJL035C,0.14975637197494507,YJL035C,0.0,0.76,0
1018,YHR111W,0.9346989393234253,YHR111W,1.0,0.67,1
1019,YMR109W,0.9348514676094055,YMR109W,1.0,0.83,1
1020,YHR108W,0.905617892742157,YHR108W,1.0,1.7,1
1021,YER025W,0.9441235661506653,YER025W,1.0,4.46,1
1022,YLR127C,0.734704852104187,YLR127C,0.98,0.73,0
1023,YBR239C,0.18665456771850586,YBR239C,0.0,0.32,0
1024,YDR311W,0.14938081800937653,YDR311W,0.0,0.76,1
1025,YBR181C,0.9277185201644897,YBR181C,1.0,30.04,1
1026,YPL029W,0.3221254050731659,YPL029W,0.42,0.56,0
1027,YLR116W,0.15991811454296112,YLR116W,0.0,0.93,0
1028,YLL025W,0.13993051648139954,YLL025W,0.0,1.18,0
1029,YNL069C,0.9404286742210388,YNL069C,1.0,20.84,1
1030,YPL215W,0.2880209982395172,YPL215W,0.67,1.06,0
1031,YDL158C,0.13721103966236115,YDL158C,0.0,1.35,0
1032,YJL138C,0.359394371509552,YJL138C,0.0,16.52,1
1033,YDR248C,0.5452383160591125,YDR248C,0.67,1.08,0
1034,YJR058C,0.233115553855896,YJR058C,0.0,1.73,0
1035,YMR145C,0.9266849756240845,YMR145C,1.0,4.44,1
1036,YFR014C,0.359394371509552,YFR014C,0.0,2.07,1
1037,YOR242C,0.24032148718833923,YOR242C,0.0,0.77,0
1038,YKL190W,0.18348868191242218,YKL190W,0.0,3.73,0
1039,YBR218C,0.9440460205078125,YBR218C,1.0,2.02,1
1040,YMR201C,0.32175135612487793,YMR201C,0.0,1.2,0
1041,YNL251C,0.869024395942688,YNL251C,0.99,1.05,1
1042,YEL047C,0.9442101120948792,YEL047C,1.0,1.41,1
1043,YDL079C,0.16822148859500885,YDL079C,0.0,0.93,0
1044,YPR073C,0.359394371509552,YPR073C,0.0,1.61,0
1045,YJL084C,0.359394371509552,YJL084C,0.0,0.8,0
1046,YJL081C,0.359394371509552,YJL081C,0.0,0.8,1
1047,YDR419W,0.4566364586353302,YDR419W,0.55,0.44,0
1048,YCR018C,0.14942272007465363,YCR018C,0.0,1.11,0
1049,YDR216W,0.28277742862701416,YDR216W,0.58,1.55,1
1050,YNL064C,0.9439926743507385,YNL064C,1.0,7.58,1
1051,YLR229C,0.9347319602966309,YLR229C,0.98,6.14,1
1052,YBR173C,0.19465887546539307,YBR173C,0.0,2.51,0
1053,YJL068C,0.3703611195087433,YJL068C,0.28,1.11,1
1054,YBL018C,0.17501206696033478,YBL018C,0.34,2.04,0
1055,YLR292C,0.359394371509552,YLR292C,0.0,1.98,1
1056,YKR087C,0.21955738961696625,YKR087C,0.0,0.97,0
1057,YOR173W,0.31817153096199036,YOR173W,0.0,1.18,1
1058,YDL176W,0.3711775541305542,YDL176W,0.89,0.63,0
1059,YCR004C,0.9420538544654846,YCR004C,1.0,3.83,1
1060,YJL171C,0.905242383480072,YJL171C,0.99,5.77,1
1061,YNL215W,0.17913183569908142,YNL215W,0.0,0.72,1
1062,YLR263W,0.14748036861419678,YLR263W,0.0,0.8,0
1063,YPR187W,0.9452725648880005,YPR187W,1.0,4.43,1
1064,YBL037W,0.359394371509552,YBL037W,0.0,0.41,0
1065,YML086C,0.9442244172096252,YML086C,1.0,1.76,1
1066,YNL244C,0.9302952289581299,YNL244C,1.0,11.7,1
1067,YHR131C,0.17453166842460632,YHR131C,0.0,0.66,0
1068,YHR184W,0.14557184278964996,YHR184W,0.0,0.55,0
1069,YAR071W,0.7744622230529785,YAR071W,1.0,0.93,1
1070,YOR243C,0.9414631724357605,YOR243C,1.0,1.61,1
1071,YBR279W,0.8578166365623474,YBR279W,1.0,1.44,1
1072,YOR196C,0.359394371509552,YOR196C,0.0,1.18,1
1073,YNL078W,0.359394371509552,YNL078W,0.0,1.03,0
1074,YGR140W,0.18083949387073517,YGR140W,0.0,1.04,1
1075,YNR016C,0.9432393908500671,YNR016C,1.0,4.87,1
1076,YMR191W,0.359394371509552,YMR191W,0.0,1.23,0
1077,YIL075C,0.9449682831764221,YIL075C,1.0,2.93,1
1078,YPL252C,0.17591169476509094,YPL252C,0.0,1.66,0
1079,YPL197C,0.13721930980682373,YPL197C,0.0,1.14,0
1080,YLR015W,0.17611028254032135,YLR015W,0.0,1.22,0
1081,YLR136C,0.21082888543605804,YLR136C,0.0,0.9,0
1082,YCR033W,0.6651893258094788,YCR033W,0.82,1.53,0
1083,YPL226W,0.9394693970680237,YPL226W,1.0,2.27,1
1084,YNL022C,0.36536335945129395,YNL022C,0.23,1.2,0
1085,YOR025W,0.1511119157075882,YOR025W,0.0,0.55,0
1086,YHR201C,0.28926321864128113,YHR201C,0.0,1.41,1
1087,YDR409W,0.6250705122947693,YDR409W,0.97,0.74,0
1088,YIL125W,0.8838481307029724,YIL125W,1.0,1.05,1
1089,YAL015C,0.17754031717777252,YAL015C,0.0,0.92,1
1090,YBR154C,0.944017767906189,YBR154C,1.0,4.79,1
1091,YOR113W,0.30070266127586365,YOR113W,0.0,0.49,0
1092,YGL108C,0.30842435359954834,YGL108C,0.0,0.7,0
1093,YPL256C,0.18839213252067566,YPL256C,0.0,1.35,0
1094,YPR055W,0.1583479642868042,YPR055W,0.0,1.0,1
1095,YOR164C,0.359394371509552,YOR164C,0.0,2.22,1
1096,YFR010W,0.9428746700286865,YFR010W,1.0,2.15,1
1097,YBL051C,0.5054797530174255,YBL051C,0.62,1.4,1
1098,YAR007C,0.8522564172744751,YAR007C,1.0,1.37,1
1099,YDR101C,0.9446222186088562,YDR101C,1.0,2.56,1
1100,YMR309C,0.9448952674865723,YMR309C,1.0,2.7,1
1101,YPL149W,0.21788066625595093,YPL149W,0.0,1.49,0
1102,YBR148W,0.17180085182189941,YBR148W,0.34,0.65,0
1103,YFR015C,0.17952540516853333,YFR015C,0.34,2.66,1
1104,YER045C,0.2560962736606598,YER045C,0.68,1.42,0
1105,YPR006C,0.24209974706172943,YPR006C,0.0,0.78,0
1106,YER163C,0.359394371509552,YER163C,0.0,1.1,0
1107,YJR125C,0.359394371509552,YJR125C,0.0,2.84,1
1108,YOL006C,0.20997144281864166,YOL006C,0.59,1.34,1
1109,YNL045W,0.9439790844917297,YNL045W,1.0,2.09,1
1110,YJR130C,0.359394371509552,YJR130C,0.0,0.69,0
1111,YDL175C,0.1853991597890854,YDL175C,0.27,0.61,0
1112,YFR002W,0.3703611195087433,YFR002W,0.28,0.9,1
1113,YOR383C,0.14068835973739624,YOR383C,0.0,3.28,0
1114,YNL014W,0.359394371509552,YNL014W,0.0,1.18,1
1115,YPR158W,0.359394371509552,YPR158W,0.0,0.65,0
1116,YGL193C,0.15020333230495453,YGL193C,0.0,1.04,0
1117,YJR057W,0.18741187453269958,YJR057W,0.0,1.8,0
1118,YDL055C,0.9441406726837158,YDL055C,1.0,11.72,1
1119,YDR111C,0.359394371509552,YDR111C,0.0,0.74,0
1120,YPR099C,0.23450370132923126,YPR099C,0.0,0.7,0
1121,YIL084C,0.36929214000701904,YIL084C,0.27,0.74,0
1122,YPR103W,0.20412670075893402,YPR103W,0.0,5.91,1
1123,YBR249C,0.9434130191802979,YBR249C,1.0,6.47,1
1124,YDL061C,0.359394371509552,YDL061C,0.0,18.54,1
1125,YOR207C,0.9446155428886414,YOR207C,1.0,1.66,1
1126,YNL006W,0.15239191055297852,YNL006W,0.0,1.57,0
1127,YNL254C,0.20341432094573975,YNL254C,0.0,0.58,0
1128,YNL155W,0.30061811208724976,YNL155W,0.0,1.34,0
1129,YDL108W,0.16752992570400238,YDL108W,0.0,0.7,0
1130,YPL271W,0.5893806219100952,YPL271W,0.73,4.11,0
1131,YJR086W,0.5534611940383911,YJR086W,0.68,1.92,0
1132,YKL197C,0.6250705122947693,YKL197C,0.97,0.74,0
1133,YBR233W,0.5637277960777283,YBR233W,0.9,0.36,0
1134,YER134C,0.16020174324512482,YER134C,0.0,1.4,1
1135,YJR034W,0.14418542385101318,YJR034W,0.0,1.73,0
1136,YMR164C,0.2625455856323242,YMR164C,0.0,0.82,0
1137,YAL011W,0.2731305956840515,YAL011W,0.65,0.81,0
1138,YJL090C,0.2708626687526703,YJL090C,0.62,1.04,0
1139,YML092C,0.9421558380126953,YML092C,1.0,3.65,1
1140,YEL075C,0.13828995823860168,YEL075C,0.0,0.23,0
1141,YNR047W,0.14497138559818268,YNR047W,0.0,1.07,0
1142,YML035C,0.359394371509552,YML035C,0.0,1.56,1
1143,YML027W,0.16289421916007996,YML027W,0.0,0.92,0
1144,YKR038C,0.8404824137687683,YKR038C,0.94,1.29,1
1145,YOR305W,0.14587487280368805,YOR305W,0.0,2.49,0
1146,YBR270C,0.29128095507621765,YBR270C,0.0,0.4,0
1147,YGR166W,0.5479312539100647,YGR166W,0.9,0.82,0
1148,YML068W,0.5411709547042847,YML068W,0.89,0.5,0
1149,YMR285C,0.9347319602966309,YMR285C,0.98,1.04,0
1150,YDR258C,0.9422423243522644,YDR258C,1.0,2.18,1
1151,YEL051W,0.9115059971809387,YEL051W,1.0,3.69,1
1152,YMR087W,0.2525210678577423,YMR087W,0.0,0.64,0
1153,YBR291C,0.359394371509552,YBR291C,0.0,2.33,1
1154,YKL183W,0.3155091404914856,YKL183W,0.0,0.77,0
1155,YKL085W,0.888934314250946,YKL085W,1.0,7.01,1
1156,YLR354C,0.9418420791625977,YLR354C,1.0,6.4,1
1157,YDL132W,0.4595330059528351,YDL132W,0.98,1.15,1
1158,YDR069C,0.3313552737236023,YDR069C,0.43,1.08,0
1159,YER096W,0.46556469798088074,YER096W,0.94,0.22,0
1160,YGL197W,0.2965770363807678,YGL197W,0.0,0.51,1
1161,YGR167W,0.9034951329231262,YGR167W,0.99,2.38,1
1162,YPR107C,0.293531209230423,YPR107C,0.73,0.84,0
1163,YIL116W,0.9381393194198608,YIL116W,0.99,1.67,1
1164,YBR026C,0.9417216777801514,YBR026C,1.0,1.33,1
1165,YBL107C,0.2577023208141327,YBL107C,0.0,1.43,0
1166,YJR070C,0.9436728358268738,YJR070C,1.0,4.18,1
1167,YOR061W,0.8060961961746216,YOR061W,0.99,3.37,1
1168,YGL127C,0.19660846889019012,YGL127C,0.0,1.13,0
1169,YOR363C,0.359394371509552,YOR363C,0.0,1.3,0
1170,YDR190C,0.9303149580955505,YDR190C,1.0,3.24,1
1171,YPR168W,0.1433168351650238,YPR168W,0.0,1.29,0
1172,YDR013W,0.155917227268219,YDR013W,0.0,0.86,0
1173,YLL038C,0.3174085021018982,YLL038C,0.0,0.65,0
1174,YPR191W,0.940212070941925,YPR191W,1.0,2.56,1
1175,YER090W,0.9404135942459106,YER090W,1.0,1.67,1
1176,YLR149C,0.3837186396121979,YLR149C,0.91,1.06,0
1177,YJL162C,0.359394371509552,YJL162C,0.0,0.71,0
1178,YNL124W,0.359394371509552,YNL124W,0.0,1.53,0
1179,YBR126C,0.9389291405677795,YBR126C,1.0,1.98,1
1180,YDR469W,0.15099310874938965,YDR469W,0.0,1.16,0
1181,YNR004W,0.14855951070785522,YNR004W,0.0,0.73,0
1182,YPR160W,0.9383890628814697,YPR160W,0.99,2.4,1
1183,YDR080W,0.2049092948436737,YDR080W,0.0,1.72,0
1184,YGR095C,0.359394371509552,YGR095C,0.0,1.18,0
1185,YCR060W,0.4333048164844513,YCR060W,0.51,1.17,0
1186,YDR304C,0.9399511218070984,YDR304C,1.0,5.81,1
1187,YER117W,0.359394371509552,YER117W,0.0,43.96,1
1188,YDR433W,0.21792533993721008,YDR433W,0.0,8.12,0
1189,YLR346C,0.15255782008171082,YLR346C,0.0,2.04,0
1190,YPL255W,0.43787693977355957,YPL255W,0.93,0.66,0
1191,YBR084W,0.9448687434196472,YBR084W,1.0,4.11,1
1192,YKL164C,0.15229463577270508,YKL164C,0.0,7.7,0
1193,YKL047W,0.22343343496322632,YKL047W,0.0,0.84,0
1194,YPL084W,0.1651075929403305,YPL084W,0.28,0.92,1
1195,YOR294W,0.9039098620414734,YOR294W,1.0,1.93,1
1196,YMR276W,0.91733717918396,YMR276W,1.0,3.16,0
1197,YJL161W,0.2614060938358307,YJL161W,0.0,2.5,0
1198,YLR126C,0.359394371509552,YLR126C,0.0,0.94,0
1199,YLR134W,0.9420212507247925,YLR134W,1.0,16.64,1
1200,YNL050C,0.32632607221603394,YNL050C,0.77,1.51,0
1201,YNL291C,0.359394371509552,YNL291C,0.0,0.99,0
1202,YOR362C,0.9410947561264038,YOR362C,1.0,5.28,1
1203,YDR405W,0.19578316807746887,YDR405W,0.0,0.85,0
1204,YMR225C,0.359394371509552,YMR225C,0.0,1.78,0
1205,YCR052W,0.157911479473114,YCR052W,0.0,1.42,1
1206,YBR058C,0.6027443408966064,YBR058C,0.74,0.72,1
1207,YOL127W,0.9405461549758911,YOL127W,1.0,23.7,1
1208,YML061C,0.1736941933631897,YML061C,0.0,1.43,0
1209,YJL042W,0.8514531850814819,YJL042W,0.96,1.66,1
1210,YHR020W,0.9411562085151672,YHR020W,1.0,5.15,1
1211,YGR132C,0.9414181113243103,YGR132C,1.0,2.12,1
1212,YNL218W,0.1585235297679901,YNL218W,0.0,0.66,0
1213,YLR278C,0.3487810492515564,YLR278C,0.65,0.7,0
1214,YFR055W,0.359394371509552,YFR055W,0.0,1.07,0
1215,YGR010W,0.359394371509552,YGR010W,0.0,0.61,0
1216,YOL036W,0.3339621126651764,YOL036W,0.0,1.45,0
1217,YGL155W,0.359394371509552,YGL155W,0.0,0.73,0
1218,YDR047W,0.26860180497169495,YDR047W,0.0,1.92,1
1219,YPR060C,0.48337531089782715,YPR060C,0.59,2.01,1
1220,YPL184C,0.359394371509552,YPL184C,0.0,1.07,0
1221,YMR198W,0.36144810914993286,YMR198W,0.89,0.63,0
1222,YLR451W,0.4470604956150055,YLR451W,0.97,0.71,0
1223,YGL083W,0.33814021944999695,YGL083W,0.71,0.69,0
1224,YLR193C,0.2021728903055191,YLR193C,0.52,0.84,0
1225,YPR115W,0.81587815284729,YPR115W,1.0,1.68,0
1226,YJL185C,0.1528528779745102,YJL185C,0.0,0.62,0
1227,YJL083W,0.3428190350532532,YJL083W,0.59,0.22,0
1228,YER116C,0.17417201399803162,YER116C,0.0,0.58,0
1229,YHR198C,0.17627091705799103,YHR198C,0.0,1.09,0
1230,YGR184C,0.9221389889717102,YGR184C,0.99,4.23,1
1231,YFL024C,0.17454011738300323,YFL024C,0.43,1.09,0
1232,YNR022C,0.14064589142799377,YNR022C,0.0,1.52,0
1233,YJL102W,0.4133385419845581,YJL102W,0.47,0.5,0
1234,YBR165W,0.26599597930908203,YBR165W,0.0,1.21,0
1235,YMR075W,0.4133653938770294,YMR075W,0.94,0.65,0
1236,YNR044W,0.1530340015888214,YNR044W,0.0,1.57,0
1237,YLR217W,0.359394371509552,YLR217W,0.0,2.2,0
1238,YDR002W,0.9400987029075623,YDR002W,1.0,12.05,1
1239,YNL047C,0.359394371509552,YNL047C,0.0,0.77,0
1240,YDR466W,0.359394371509552,YDR466W,0.0,0.7,0
1241,YHR009C,0.5493794679641724,YHR009C,0.97,1.15,1
1242,YPL089C,0.14323031902313232,YPL089C,0.0,0.93,0
1243,YPR061C,0.2879694402217865,YPR061C,0.0,0.65,0
1244,YBR077C,0.32787972688674927,YBR077C,0.0,1.37,0
1245,YBR204C,0.3184232711791992,YBR204C,0.21,0.6,0
1246,YDR332W,0.838794469833374,YDR332W,1.0,0.46,0
1247,YIL092W,0.359394371509552,YIL092W,0.0,0.59,0
1248,YKR018C,0.6765251159667969,YKR018C,1.0,1.68,1
1249,YER122C,0.7273746728897095,YER122C,0.99,2.41,1
1250,YKL198C,0.48412570357322693,YKL198C,0.88,0.57,0
1251,YOR341W,0.9264683127403259,YOR341W,1.0,2.0,1
1252,YER133W,0.9362495541572571,YER133W,0.99,4.98,1
1253,YOR194C,0.359394371509552,YOR194C,0.0,1.71,0
1254,YMR032W,0.2763923704624176,YMR032W,0.26,0.6,0
1255,YOR248W,0.14252232015132904,YOR248W,0.0,8.09,0
1256,YEL023C,0.42448312044143677,YEL023C,0.97,0.81,0
1257,YBR268W,0.2255542278289795,YBR268W,0.0,1.41,0
1258,YEL044W,0.2511279284954071,YEL044W,0.0,1.8,0
1259,YKR091W,0.3259086608886719,YKR091W,0.54,2.68,0
1260,YHL015W,0.9443391561508179,YHL015W,1.0,57.12,1
1261,YKR085C,0.2987768054008484,YKR085C,0.0,2.33,0
1262,YJL169W,0.1446971595287323,YJL169W,0.0,1.77,0
1263,YMR052W,0.14579762518405914,YMR052W,0.0,0.82,0
1264,YDL167C,0.9362495541572571,YDL167C,0.99,0.87,0
1265,YKL210W,0.942449688911438,YKL210W,1.0,3.06,1
1266,YBL022C,0.8524161577224731,YBL022C,1.0,1.81,1
1267,YGL189C,0.3166152536869049,YGL189C,0.0,64.82,1
1268,YNL310C,0.1929125189781189,YNL310C,0.0,0.88,0
1269,YLR270W,0.359394371509552,YLR270W,0.0,1.09,1
1270,YOR051C,0.9442735314369202,YOR051C,1.0,2.22,1
1271,YJR046W,0.1465778946876526,YJR046W,0.0,0.73,0
1272,YDR394W,0.9424567818641663,YDR394W,1.0,4.38,1
